duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,history__ShADacdtfF,history__ShAdDaf,history__ShADadtctfFR,history__ShADadttfF,history__ShADadttcfF,history__ShAdDatf,history__ShADadtcfF,history__ShAdDaft,history__ShADadtctfF,history__DdAtaFf,history__ShADad,history__Dd,history__ShADadf,history__CCCC,history__ShDadAf,history__C,history__S,history__D,history__ShAD,history__ShAdD,history__CCC,history__ShAfdtDr,history__ShAdDfr,history__ShAdDatfr,history__ShAdfDr,tunnel_parents__-,local_orig,local_resp,id.orig_h,id.resp_h,proto,service,conn_state
3.109484,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.107231,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.105229,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.103231,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.158703,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,192.168.1.195,195.113.144.201,udp,-,S0
3.101231,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.885992,149.0,84592.0,2896,62,3689,60,84824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,http,SF
3.107729,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.098977,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.096735,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.073952,48.0,48.0,0,1,76,1,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,147.231.100.5,udp,-,SF
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.094737,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.092739,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.094738,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,192.168.1.195,195.113.144.201,udp,-,S0
3.092739,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.090486,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.088476,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.023984,48.0,48.0,0,1,76,1,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,147.231.100.5,udp,-,SF
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.107985,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.112743,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.095254,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,False,192.168.1.195,195.113.144.201,udp,-,S0
3.107988,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.158697,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.105976,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.001484,48.0,48.0,0,1,76,1,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,147.231.100.5,udp,-,SF
1.128098,75.0,243.0,0,7,447,6,563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,irc,S3
3.103981,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
0.0,0.0,0.0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
3.083745,0.0,0.0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,-,S0
1.484655,75.0,243.0,0,7,447,8,667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,192.168.1.195,185.244.25.235,tcp,irc,S3
